CAS Reg No (or other ID),Substance,Other Names,Used for (Technical Effect),Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg add01,Reg add02,Reg add03,Reg add04,Reg add05,Reg add06,Reg add07,Reg add08,Reg add09,Reg add10,Reg add11,Reg add12,Reg add13,Reg add14,Reg add16,Reg add17,Reg add18,Reg add19,Reg add20,Reg prohibited189,Reg Administrative,regs Labeling & Standards ,FEMA No,GRAS Pub No,Most Recent GRAS Pub Update,FEMA status,JECFA Flavor Number
 122-59-8, PHENOXYACETIC ACID," &diams; PHENOXYACETIC ACID<br />&diams; GLYCOL ACID PHENYL ETHER<br />&diams; PHENYLGLYCOLIC ACID, O-<br />&diams; POA<br />&diams; ACETIC ACID, PHENOXY-<br />&diams; PHENOXYETHANOIC ACID", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2872,3,,,1026
 101-84-8, DIPHENYL ETHER," &diams; PHENYL ETHER<br />&diams; DIPHENYL ETHER<br />&diams; DIPHENYL OXIDE<br />&diams; PHENOXYBENZENE<br />&diams; OXYDIPHENYL<br />&diams; BENZENE, 1,1'-OXYBIS-<br />&diams; 1,1'-OXYBIS(BENZENE)<br />&diams; BIPHENYL OXIDE"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3667,13,,,1255
 589-82-2, 3-HEPTANOL, &diams; 3-HEPTANOL<br />&diams; BUTYL ETHYL CARBINOL<br />&diams; ETHYL BUTYL CARBINOL, FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,3547,11,,,286
 644-35-9, O-PROPYLPHENOL," &diams; 2-PROPYLPHENOL<br />&diams; PROPYLPHENOL, O-<br />&diams; 1-(2-HYDROXYPHENYL)PROPANE<br />&diams; PHENOL, 2-PROPYL-<br />&diams; PHENOL, O-PROPYL-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3522,10,,,695
 50-21-5, LACTIC ACID," &diams; LACTIC ACID<br />&diams; 2-HYDROXYPROPIONIC ACID<br />&diams; LACTIC ACID USP<br />&diams; ALPHA-HYDROXYPROPIONIC ACID<br />&diams; 2-HYDROXYPROPANOIC ACID<br />&diams; PROPANOIC ACID, 2-HYDROXY-"," ANTIMICROBIAL AGENT,<br /> CURING OR PICKLING AGENT,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> PH CONTROL AGENT,<br /> SOLVENT OR VEHICLE",,,,,,,172.814,178.101,184.1061,,,,,,,,,,,,,,,,,,," 133.123 ,  133.124 ,  133.129 ,  133.169 ,  133.173 ,  133.178 ,  133.179",2611,3,25.0,,930
 515-03-7, (-)-SCLAREOL," &diams; SCLAREOL<br />&diams; 1-NAPHTHALENEPROPANOL, ALPHA-ETHENYLDECAHYDRO-2-HYDROXY-ALPHA,2,5,5,8A-PENTAMETHYL-, (1R-(1ALPHA(R*), 2BETA, 4ABETA, 8AALPHA))-<br />&diams; ALPHA-ETHENYLDECAHYDRO-2-HYDROXY-ALPHA,2,5,5,8A-PENTAMETHYL-1-NAPHTHALENEPROPANOL, (1R-(1ALPHA(R*), 2BETA, 4ABETA, 8AALPHA))-<br />&diams; LABD-14-ENE-8,13-DIOL, (13R)-<br />&diams; SCLAREOL, (-)-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502,24,,,2029
 13463-67-7, TITANIUM DIOXIDE, &diams; TITANIUM DIOXIDE<br />&diams; TITANIUM PEROXIDE<br />&diams; TITANIUM OXIDE (TIO2)<br />&diams; C.I. PIGMENT WHITE 6<br />&diams; TITANIUM(IV) OXIDE<br />&diams; PIGMENT WHITE 6<br />&diams; C.I. 77891," ANTICAKING AGENT OR FREE-FLOW AGENT,<br /> COLOR OR COLORING ADJUNCT,<br /> DRYING AGENT,<br /> HUMECTANT,<br /> PROCESSING AID,<br /> SURFACE-FINISHING AGENT,<br /> TRACER",73.1575,73.2575,73.3126,73.35,73.575,,175.105,175.21,175.3,175.38,175.39,176.17,177.12,177.121,177.135,177.14,177.146,177.165,177.168,177.226,177.26,177.28,178.3297,181.3,,,,,,,,,
 150-60-7, BENZYL DISULFIDE," &diams; BENZYL DISULFIDE<br />&diams; DIBENZYL DISULFIDE<br />&diams; ALPHA-(BENZYLDITHIO)TOLUENE<br />&diams; BDS<br />&diams; DI(PHENYLMETHYL) DISULFIDE<br />&diams; 1,4-DIPHENYL-2,3-DITHIOBUTANE<br />&diams; DISULFIDE, BIS(PHENYLMETHYL)<br />&diams; BIS(PHENYLMETHYL) DISULFIDE<br />&diams; BENZYL BISULFIDE", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,3617,12,,,579
 7664-38-2, PHOSPHORIC ACID," &diams; PHOSPHORIC ACID<br />&diams; ORTHOPHOSPHORIC ACID<br />&diams; PHOSPHORIC ACID, ORTHO-"," ANTIMICROBIAL AGENT,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> FUMIGANT,<br /> MALTING OR FERMENTING AID,<br /> NON-NUTRITIVE SWEETENER,<br /> PH CONTROL AGENT,<br /> SEQUESTRANT",73.275,73.85,,,,,175.3,177.226,178.101,178.352,182.1073,,,,,,,,,,,,,,,,," 133.123 ,  133.124 ,  133.129 ,  133.169 ,  133.173 ,  133.178 ,  133.179 ,  163.110 ,  163.111 ,  163.112",2900,3,,,
 923-32-0, DL-CYSTINE," &diams; CYSTINE, DL-<br />&diams; 3,3'-DITHIOBIS(2-AMINOPROPANOIC ACID), DL-<br />&diams; BETA,BETA'-DITHIOALANINE, DL-<br />&diams; DL-CYSTINE"," DOUGH STRENGTHENER,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> NUTRIENT SUPPLEMENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 123-32-0," 2,5-DIMETHYLPYRAZINE"," &diams; 2,5-DIMETHYLPYRAZINE<br />&diams; 2,5-DIMETHYL-1,4-DIAZINE<br />&diams; 2,5-DIMETHYLPARADIAZINE<br />&diams; 2,5-DIMETHYLPIAZINE<br />&diams; PYRAZINE, 2,5-DIMETHYL-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272,5,,,766
 111-27-3, HEXYL ALCOHOL, &diams; HEXYL ALCOHOL<br />&diams; ALCOHOL(C6)<br />&diams; 1-HEXANOL<br />&diams; HEXANOL-1<br />&diams; CAPROIC ALCOHOL<br />&diams; AMYLCARBINOL<br />&diams; CAPROYL ALCOHOL<br />&diams; 1-HYDROXYHEXANE<br />&diams; PENTYLCARBINOL<br />&diams; 1-HEXYL ALCOHOL<br />&diams; C6 ALCOHOL<br />&diams; FATTY ALCOHOL(C6), FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,172.864,,,,,,,,,,,,,,,,,,,,,2567,3,,,91
 693-54-9, 2-DECANONE," &diams; 2-DECANONE<br />&diams; methyl n-octyl ketone<br />&diams; octyl methyl ketone<br />&diams; InChI=1S/C10H20O/c1-3-4-5-6-7-8-9-10(2)11/h3-9H2,1-2H3<br />&diams; InChIKey: ZAJNGDIORYACQU-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4271,23,,,2074
 598-75-4, 3-METHYL-2-BUTANOL," &diams; 3-METHYL-2-BUTANOL<br />&diams; ISOAMYL ALCOHOL, SEC-<br />&diams; METHYLISOPROPYLCARBINOL<br />&diams; 1,2-DIMETHYLPROPANOL<br />&diams; 2-METHYL-3-BUTANOL<br />&diams; ISOPROPYLMETHYLCARBINOL<br />&diams; 2-BUTANOL, 3-METHYL-<br />&diams; 1,2-DIMETHYL-1-PROPANOL", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3703,13,,,300
 112-92-5, STEARYL ALCOHOL, &diams; STEARYL ALCOHOL<br />&diams; 1-OCTADECANOL<br />&diams; ALCOHOL(C18)<br />&diams; OCTADECYL ALCOHOL<br />&diams; C18 ALCOHOL<br />&diams; FATTY ALCOHOL(C18)<br />&diams; 1-HYDROXYOCTADECANE<br />&diams; STEARIC ALCOHOL," SURFACE-FINISHING AGENT,<br /> TEXTURIZER",,,,,,,172.755,172.864,175.3,176.18,176.2,176.21,177.12,177.139,178.348,,,,,,,,,,,,,,,,,,
 103-26-4, METHYL CINNAMATE," &diams; METHYL CINNAMATE<br />&diams; METHYL 3-PHENYLPROPENOATE<br />&diams; 2-PROPENOIC ACID, 3-PHENYL-, METHYL ESTER<br />&diams; METHYL 3-PHENYL-2-PROPENOATE<br />&diams; METHYL CINNAMYLATE<br />&diams; CINNAMIC ACID, METHYL ESTER<br />&diams; METHYL 3-PHENYLACRYLATE", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2698,3,25.0,,658
 144-55-8, SODIUM BICARBONATE, &diams; SODIUM BICARBONATE<br />&diams; BICARBONATE OF SODA<br />&diams; MONOSODIUM CARBONATE<br />&diams; SODIUM ACID CARBONATE<br />&diams; CARBONIC ACID MONOSODIUM SALT<br />&diams; SODIUM HYDROGEN CARBONATE<br />&diams; BICARBONATE DE SODIUM<br />&diams; BAKING SODA (SODIUM BICARBONATE)," EMULSIFIER OR EMULSIFIER SALT,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> LEAVENING AGENT,<br /> NUTRIENT SUPPLEMENT,<br /> PH CONTROL AGENT,<br /> PROCESSING AID,<br /> SOLVENT OR VEHICLE",73.85,,,,,,173.385,178.101,184.1736,,,,,,,,,,,,,,,,,,," 137.180 ,  137.270 ,  155.191 ,  163.110 ,  163.111 ,  163.112",,,,,
 104-76-7, 2-ETHYL-1-HEXANOL," &diams; 2-ETHYL-1-HEXANOL<br />&diams; 2-ETHYLHEXYL ALCOHOL<br />&diams; 2-ETHYLHEXANOL<br />&diams; ETHYLHEXANOL<br />&diams; 2-ETHYLHEXAN-1-OL<br />&diams; 1-HEXANOL, 2-ETHYL-", FLAVORING AGENT OR ADJUVANT,,,,,,,176.18,176.21,177.12,,,,,,,,,,,,,,,,,,,,3151,4,25.0,,267
 67-63-0, ISOPROPYL ALCOHOL," &diams; ISOPROPYL ALCOHOL<br />&diams; ISOPROPANOL<br />&diams; 2-PROPANOL<br />&diams; PETROHOL<br />&diams; DIMETHYLCARBINOL<br />&diams; PROPYL ALCOHOL, SEC-"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> SOLVENT OR VEHICLE",73.1,73.1001,73.3,73.315,73.345,73.615,172.385,172.515,172.56,172.665,172.695,173.24,173.34,175.105,176.18,176.2,176.21,177.12,177.28,178.101,,,,,,,,,2929,3,25.0,,277
 60-01-5, GLYCEROL TRIBUTYRATE," &diams; TRIBUTYRIN<br />&diams; GLYCERYL TRIBUTYRATE<br />&diams; BUTYRIN<br />&diams; BUTANOIC ACID, 1,2,3-PROPANETRIYL ESTER<br />&diams; 1,2,3-PROPANETRIYL TRIBUTANOATE<br />&diams; BUTYRIN, TRI-"," FLAVORING AGENT OR ADJUVANT,<br /> SOLVENT OR VEHICLE",,,,,,,184.1903,,,,,,,,,,,,,,,,,,,,,,2223,3,25.0,,922
 501-92-8, 4-ALLYLPHENOL," &diams; CHAVICOL<br />&diams; HYDROXYALLYLBENZENE, P-<br />&diams; ALLYLPHENOL, P-<br />&diams; 4-(2-PROPENYL)PHENOL<br />&diams; PHENOL, P-ALLYL-<br />&diams; PHENOL, 4-(2-PROPENYL)-<br />&diams; 4-ALLYLPHENOL", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4075,22,,,1527
 87-44-5, BETA-CARYOPHYLLENE," &diams; BETA-CARYOPHYLLENE<br />&diams; CARYOPHYLLENE<br />&diams; 4,11,11-TRIMETHYL-8-METHYLENEBICYCLO(7.2.0)UNDEC-4-ENE, (1R-(1R*,4E,9S))-<br />&diams; BICYCLO(7.2.0)UNDEC-4-ENE, 4,11,11-TRIMETHYL-8-METHYLENE-, (1R-(1R*,4E,9S*))-<br />&diams; BICYCLO(7.2.0)UNDEC-4-ENE, 4,11,11-TRIMETHYL-8-METHYLENE-, (E)-(1R,9S)-(-)-<br />&diams; 4,11,11-TRIMETHYL-8-METHYLENEBICYCLO(7.2.0)UNDEC-4-ENE, (E)-(1R,9S)-(-)-<br />&diams; CARYOPHYLLENE, TRANS-<br />&diams; 2-METHYLENE-6,10,10-TRIMETHYLBICYCLO(7.2.0)UNDEC-5-ENE<br />&diams; CARYOPHYLLENE, BETA-"," COLOR OR COLORING ADJUNCT,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2252,3,,,1324
 145-42-6, SODIUM TAUROCHOLATE," &diams; SODIUM TAUROCHOLATE<br />&diams; ETHANESULFONIC ACID, 2-(((3ALPHA,5BETA,7ALPHA,12ALPHA)-3,7,12-TRIHYDROXY-24-OXOCHOLAN-24-YL)AMINO)-, MONOSODIUM SALT<br />&diams; MONOSODIUM 2-(((3ALPHA,5BETA,7ALPHA,12ALPHA)-3,7,12-TRIHYDROXY-24-OXOCHOLAN-24-YL)AMINO)ETHANESULFONATE<br />&diams; TAURINE, N-CHOLOYL-, MONOSODIUM SALT<br />&diams; MONOSODIUM N-CHOLOYLTAURINATE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 21645-51-2, ALUMINUM HYDROXIDE," &diams; ALUMINUM HYDROXIDE<br />&diams; ALUMINA, HYDRATED<br />&diams; HYDRATED ALUMINA<br />&diams; ALUMINUM OXIDE HYDRATE<br />&diams; ALUMINUM, HYDRATED<br />&diams; ALUMINUM HYDRATE<br />&diams; ALUMINUM TRIHYDRATE<br />&diams; ALUMINUM HYDROXIDE (AL(OH)3)"," COLOR OR COLORING ADJUNCT,<br /> PROCESSING AID",73.101,,,,,,175.3,176.17,176.21,177.12,177.26,178.3297,182.9,,,,,,,,,,,,,,,,,,,,
 123-25-1, DIETHYL SUCCINATE," &diams; DIETHYL SUCCINATE<br />&diams; DIETHYL BUTANEDIOATE<br />&diams; ETHYL SUCCINATE<br />&diams; DIETHYL ETHANEDICARBOXYLATE<br />&diams; BUTANEDIOIC ACID, DIETHYL ESTER<br />&diams; SUCCINIC ACID, DIETHYL ESTER", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2377,3,25.0,,617
 502-65-8, TOMATO LYCOPENE," &diams; LYCOPENE<br />&diams; C.I. 75125<br />&diams; CAROTENE, PSI,PSI-<br />&diams; LYCOPENE, TRANS-<br />&diams; PSI,PSI-CAROTENE<br />&diams; LYCOPENE, ALL-TRANS-<br />&diams; 2,6,10,14,19,23,27,31-OCTAMETHYL-2,6,8,10,12,14,16,18,20,22,24,26,30-DOTRIACONTATRIDECAENE, (ALL-E)-", FLAVORING AGENT OR ADJUVANT,73.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110,22,,,
 75-09-2, METHYLENE CHLORIDE," &diams; METHYLENE CHLORIDE<br />&diams; DICHLOROMETHANE<br />&diams; METHANE, DICHLORO-"," COLOR OR COLORING ADJUNCT,<br /> FLAVOR ENHANCER,<br /> SOLVENT OR VEHICLE",73.1,73.3,73.345,73.615,,,172.56,173.255,175.105,177.158,177.1585,,,,,,,,,,,,,,,,,,,,,,
 491-09-8, PIPERITENONE," &diams; PIPERITENONE<br />&diams; P-MENTHA-1,4(8)-DIEN-3-ONE<br />&diams; 2-CYCLOHEXEN-1-ONE, 3-METHYL-6-(1-METHYLETHYLIDENE)-<br />&diams; 3-METHYL-6-(1-METHYLETHYLIDENE)-2-CYCLOHEXEN-1-ONE<br />&diams; PULESPENONE<br />&diams; 3-TERPINOLENONE<br />&diams; 1-METHYL-4-ISOPROPYLIDENE-1-CYCLOHEXEN-3-ONE", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,3560,11,,,757
 94-36-0, BENZOYL PEROXIDE," &diams; BENZOYL PEROXIDE<br />&diams; DIBENZOYL PEROXIDE<br />&diams; BENZOYL SUPEROXIDE<br />&diams; PEROXIDE, DIBENZOYL<br />&diams; BENZOPEROXIDE"," COLOR OR COLORING ADJUNCT,<br /> FLOUR TREATING AGENT",,,,,,,172.814,175.105,176.17,177.242,177.26,184.1157,,,,,,,,,,,,,,,," 133.102 ,  133.106 ,  133.111 ,  133.141 ,  133.165 ,  133.181 ,  133.183 ,  133.195 ,  137.105",,,,,
 103-53-7, PHENETHYL CINNAMATE," &diams; PHENETHYL CINNAMATE<br />&diams; 2-PHENYLETHYL CINNAMATE<br />&diams; BENZYLCARBINYL CINNAMATE<br />&diams; BETA-PHENETHYL BETA-PHENYLACRYLATE<br />&diams; BENZYLCARBINYL 3-PHENYLPROPENOATE<br />&diams; 2-PHENYLETHYL 3-PHENYLPROPENOATE<br />&diams; 2-PROPENOIC ACID, 3-PHENYL-, 2-PHENYLETHYL ESTER<br />&diams; CINNAMIC ACID, PHENETHYL ESTER<br />&diams; BETA-PHENYLETHYL CINNAMATE<br />&diams; BETA-PHENETHYL CINNAMATE<br />&diams; PHENYLETHYL CINNAMATE", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2863,3,,,671
 7758-98-7, COPPER SULFATE," &diams; COPPER(II) SULFATE, ANHYDROUS<br />&diams; CUPRIC SULFATE<br />&diams; CUPRIC SULFATE, ANHYDROUS<br />&diams; COPPER(II) SULFATE<br />&diams; SULFURIC ACID COPPER(2+) SALT (1:1)"," NUTRIENT SUPPLEMENT,<br /> PROCESSING AID",,,,,,,184.1261,,,,,,,,,,,,,,,,,,,,,,,,,,
 64-18-6, FORMIC ACID, &diams; FORMIC ACID<br />&diams; METHANOIC ACID<br />&diams; C1 ACID<br />&diams; HYDROGEN CARBOXYLIC ACID," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> FORMULATION AID",,,,,,,172.515,172.723,186.1316,,,,,,,,,,,,,,,,,,,,2487,3,25.0,,79
 527-07-1, SODIUM GLUCONATE," &diams; SODIUM D-GLUCONATE<br />&diams; SODIUM GLUCONATE<br />&diams; D-GLUCONIC ACID, MONOSODIUM SALT<br />&diams; MONOSODIUM D-GLUCONATE<br />&diams; GLUCONIC ACID, MONOSODIUM SALT, D-"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> NUTRIENT SUPPLEMENT,<br /> SEQUESTRANT",,,,,,,178.101,182.6757,,,,,,,,,,,,,,,,,,,,,,,,,
 92-48-8, 6-METHYLCOUMARIN," &diams; 6-METHYLCOUMARIN<br />&diams; 2H-1-BENZOPYRAN-2-ONE, 6-METHYL-<br />&diams; 6-METHYL-2H-1-BENZOPYRAN-2-ONE<br />&diams; COUMARIN, 6-METHYL-<br />&diams; 6-METHYLBENZOPYRONE<br />&diams; 6-METHYLCOUMARINIC ANHYDRIDE<br />&diams; 6-METHYL-CIS-O-COUMARINIC LACTONE<br />&diams; 5-METHYL-2-HYDROXYPHENYLPROPENOIC ACID LACTONE", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2699,3,25.0,,1172
 109-94-4, ETHYL FORMATE," &diams; ETHYL FORMATE<br />&diams; CARBOXYLIC ACID OXAETHANE<br />&diams; ETHYL METHANOATE<br />&diams; FORMIC ETHER<br />&diams; FORMIC ACID, ETHYL ESTER", FLAVORING AGENT OR ADJUVANT,,,,,,,184.1295,,,,,,,,,,,,,,,,,,,,,,2434,3,,,26
 147-85-3, L-PROLINE," &diams; PROLINE, L-<br />&diams; L-PROLINE<br />&diams; 2-PYRROLIDINECARBOXYLIC ACID, (S)-"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> NUTRIENT SUPPLEMENT",,,,,,,172.32,,,,,,,,,,,,,,,,,,,,,,3319,5,,,1425
 5471-51-2, 4-(P-HYDROXYPHENYL)-2-BUTANONE," &diams; 4-(P-HYDROXYPHENYL)-2-BUTANONE<br />&diams; HYDROXYBENZYL ACETONE, P-<br />&diams; RASKETONE<br />&diams; RASPBERRY KETONE<br />&diams; 1-(4-HYDROXYPHENYL)-3-BUTANONE<br />&diams; 2-BUTANONE, 4-(4-HYDROXYPHENYL)-<br />&diams; 2-BUTANONE, 4-(P-HYDROXYPHENYL)-<br />&diams; 4-(4-HYDROXYPHENYL)-2-BUTANONE<br />&diams; 4-(3-OXOBUTYL)PHENOL", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2588,3,,,728
 134-03-2, SODIUM ASCORBATE," &diams; SODIUM ASCORBATE<br />&diams; SODIUM L-ASCORBATE<br />&diams; VITAMIN C SODIUM<br />&diams; L-ASCORBIC ACID, MONOSODIUM SALT<br />&diams; MONOSODIUM L-ASCORBATE"," ANTIOXIDANT,<br /> COLOR OR COLORING ADJUNCT,<br /> DOUGH STRENGTHENER,<br /> FLOUR TREATING AGENT,<br /> LEAVENING AGENT,<br /> NUTRIENT SUPPLEMENT,<br /> OXIDIZING OR REDUCING AGENT,<br /> PROCESSING AID,<br /> SURFACE-FINISHING AGENT",,,,,,,182.3731,,,,,,,,,,,,,,,,,,,,,155.2,,,,,
 21948-70-9, PYRAZINYL METHYL SULFIDE," &diams; (METHYLTHIO)PYRAZINE<br />&diams; METHYL PYRAZINYL SULFIDE<br />&diams; 2-METHYLMERCAPTOPYRAZINE<br />&diams; PYRAZINYL METHYL SULFIDE<br />&diams; 2-METHYLTHIOPYRAZINE<br />&diams; PYRAZINE, (METHYLTHIO)-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3231,4,,,796
 122-69-0, CINNAMYL CINNAMATE," &diams; CINNAMYL CINNAMATE<br />&diams; STYRACIN<br />&diams; CINNAMYL BETA-PHENYLACRYLATE<br />&diams; PHENYLALLYL CINNAMATE<br />&diams; 3-PHENYL-2-PROPEN-1-YL 3-PHENYLPROPENOATE<br />&diams; 3-PHENYLALLYL CINNAMATE<br />&diams; 2-PROPENOIC ACID, 3-PHENYL-, 3-PHENYL-2-PROPENYL ESTER<br />&diams; CINNAMIC ACID, CINNAMYL ESTER<br />&diams; 3-PHENYL-2-PROPENYL 3-PHENYL-2-PROPENOATE", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2298,3,25.0,,673
 334-48-5, DECANOIC ACID, &diams; DECANOIC ACID<br />&diams; N-CAPRIC ACID<br />&diams; C10 FATTY ACID<br />&diams; FATTY ACID(C10)<br />&diams; DECYLIC ACID<br />&diams; CAPRINIC ACID<br />&diams; 1-NONANECARBOXYLIC ACID<br />&diams; CAPRYNIC ACID," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> LUBRICANT OR RELEASE AGENT,<br /> SURFACE-ACTIVE AGENT",,,,,,,172.21,172.86,173.34,178.101,,,,,,,,,,,,,,,,,,,2364,3,,,105
 78-98-8, PYRUVALDEHYDE," &diams; PYRUVALDEHYDE<br />&diams; 2-OXOPROPANAL<br />&diams; METHYLGLYOXAL<br />&diams; 2-KETOPROPIONALDEHYDE<br />&diams; PYRUVIC ALDEHYDE<br />&diams; ACETYLFORMALDEHYDE<br />&diams; ALPHA-KETOPROPIONIC ALDEHYDE<br />&diams; ACETYLFORMYL<br />&diams; ALPHA-KETOPROPIONALDEHYDE<br />&diams; 2-OXOPROPIONALDEHYDE<br />&diams; PROPANAL, 2-OXO-<br />&diams; PYRORACEMIC ALDEHYDE", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2969,3,,,937
 4430-39-1, 6-(METHYLTHIO)HEXYL ISOTHIOCYANATE," &diams; 6-(METHYLTHIO)HEXYL ISOTHIOCYANATE<br />&diams; hexane, 1-isothiocyanato-6-(methylthio)-<br />&diams; 1-isothiocyanato-6-(methylthio)hexane<br />&diams; isothiocyanic acid, 6-(methylthio)hexyl ester<br />&diams; lesquerellin<br />&diams; InChI=1S/C8H15NS2/c1-11-7-5-3-2-4-6-9-8-10/h2-7H2,1H3<br />&diams; InChIKey: YIBXPFAXPUDDTK-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4415,23,,,1897
 67-48-1, CHOLINE CHLORIDE," &diams; CHOLINE CHLORIDE<br />&diams; (2-HYDROXYETHYL)TRIMETHYLAMMONIUM CHLORIDE<br />&diams; CHOLINE, CHLORIDE<br />&diams; ETHANAMINIUM, 2-HYDROXY-N,N,N-TRIMETHYL-, CHLORIDE<br />&diams; 2-HYDROXY-N,N,N-TRIMETHYLETHANAMINIUM CHLORIDE", NUTRIENT SUPPLEMENT,,,,,,,182.8252,,,,,,,,,,,,,,,,,,,,,,,,,,
 355-42-0, perfluorohexane," &diams; HEXANE, TETRADECAFLUORO-<br />&diams; TETRADECAFLUOROHEXANE",,,,,,,,173.342,,,,,,,,,,,,,,,,,,,,,,,,,,
 60-33-3, LINOLEIC ACID," &diams; LINOLEIC ACID<br />&diams; LINOLEIC ACID, CIS,CIS-<br />&diams; 9,12-OCTADECADIENOIC ACID, CIS,CIS-<br />&diams; LINOLIC ACID<br />&diams; OCTADECADIENOIC ACID, CIS-9,CIS-12-<br />&diams; 9-CIS,12-CIS-OCTADECADIENOIC ACID<br />&diams; 9,12-OCTADECADIENOIC ACID (9Z,12Z)-<br />&diams; 9,12-OCTADECADIENOIC ACID (Z,Z)-", FLAVORING AGENT OR ADJUVANT,,,,,,,184.1065,,,,,,,,,,,,,,,,,,,,,,,,,,
 13532-18-8, METHYL 3-METHYLTHIOPROPIONATE," &diams; METHYL 3-METHYLTHIOPROPIONATE<br />&diams; METHYL BETA-METHYLMERCAPTOPROPIONATE<br />&diams; METHYL BETA-METHYLTHIOPROPIONATE<br />&diams; METHYL 3-(METHYLTHIO)PROPIONATE<br />&diams; METHYL 3-(METHYLTHIO)PROPANOATE<br />&diams; METHYL BETA-METHIOPROPIONATE<br />&diams; PROPANOIC ACID, 3-(METHYLTHIO)-, METHYL ESTER<br />&diams; PROPIONIC ACID, 3-(METHYLTHIO)-, METHYL ESTER", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2720,3,,,472
 14486-03-4, L-METHIONYLGLYCINE," &diams; METHIONYLGLYCINE, L-<br />&diams; N-L-methionylglycine<br />&diams; glycine, L-methionyl-<br />&diams; glycine, N-L-methionyl-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4692,25,,,2122
